MTD	mzTab-version	2.0.0-M
MTD	mzTab-ID	1
MTD	contact[1]-name	Juergen Hartler
MTD	contact[1]-email	juergen.hartler@tugraz.at
MTD	contact[1]-affiliation	Institute of Computational Biotechology, Graz University of Technology, Petersgasse 14, 8010 Graz, Austria
MTD	contact[2]-name	Christoph Sensen
MTD	contact[2]-email	csensen@tugraz.at
MTD	contact[2]-affiliation	Institute of Computational Biotechology, Graz University of Technology, Petersgasse 14, 8010 Graz, Austria
MTD	publication[1]	pubmed:29058722|doi:10.1038/nmeth.4470
MTD	instrument[1]-name	[MS, MS:1001742, LTQ Orbitrap Velos, ]
MTD	instrument[1]-source	[MS, MS:1000073, Electrospray Ionization, ]
MTD	instrument[1]-analyzer[1]	[MS, MS:1000484, orbitrap, ]
MTD	instrument[1]-detector	[MS, MS:1000112, Faraday Cup, ]
MTD	quantification_method	[MS, MS:1002019, label free raw feature quantitation, ]
MTD	sample_processing[1]	[SEP, SEP:00210, High Perfomance Liquid Chromatography, ]
MTD	software[1]	[, , LipidDataAnalyzer, 2.6.3_2]
MTD	software[1]-setting[1]	isotope_pattern_checked
MTD	ms_run[1]-location	file://D:/Experiment1/Orbitrap_CID/negative/50/014_Ex1_Orbitrap_CID_neg_50.chrom
MTD	ms_run[1]-hash_method	[MS, MS:1000569, SHA-1, ]
MTD	ms_run[1]-fragmentation_method[1]	[MS, MS:1000133, collision-induced dissociation, ]
MTD	ms_run[1]-scan_polarity[1]	[MS, MS:1000129, negative scan, ]
MTD	ms_run[1]-id_format	[MS, MS:1000776, scan number only nativeID format, ]
MTD	ms_run[2]-location	file://D:/Experiment1/Orbitrap_CID/negative/50/015_Ex1_Orbitrap_CID_neg_50.chrom
MTD	ms_run[2]-hash_method	[MS, MS:1000569, SHA-1, ]
MTD	ms_run[2]-fragmentation_method[1]	[MS, MS:1000133, collision-induced dissociation, ]
MTD	ms_run[2]-scan_polarity[1]	[MS, MS:1000129, negative scan, ]
MTD	ms_run[2]-id_format	[MS, MS:1000776, scan number only nativeID format, ]
MTD	ms_run[3]-location	file://D:/Experiment1/Orbitrap_CID/negative/50/016_Ex1_Orbitrap_CID_neg_50.chrom
MTD	ms_run[3]-hash_method	[MS, MS:1000569, SHA-1, ]
MTD	ms_run[3]-fragmentation_method[1]	[MS, MS:1000133, collision-induced dissociation, ]
MTD	ms_run[3]-scan_polarity[1]	[MS, MS:1000129, negative scan, ]
MTD	ms_run[3]-id_format	[MS, MS:1000776, scan number only nativeID format, ]
MTD	ms_run[4]-location	file://D:/Experiment1/Orbitrap_CID/negative/50/017_Ex1_Orbitrap_CID_neg_50.chrom
MTD	ms_run[4]-hash_method	[MS, MS:1000569, SHA-1, ]
MTD	ms_run[4]-fragmentation_method[1]	[MS, MS:1000133, collision-induced dissociation, ]
MTD	ms_run[4]-scan_polarity[1]	[MS, MS:1000129, negative scan, ]
MTD	ms_run[4]-id_format	[MS, MS:1000776, scan number only nativeID format, ]
MTD	ms_run[5]-location	file://D:/Experiment1/Orbitrap_CID/negative/50/018_Ex1_Orbitrap_CID_neg_50.chrom
MTD	ms_run[5]-hash_method	[MS, MS:1000569, SHA-1, ]
MTD	ms_run[5]-fragmentation_method[1]	[MS, MS:1000133, collision-induced dissociation, ]
MTD	ms_run[5]-scan_polarity[1]	[MS, MS:1000129, negative scan, ]
MTD	ms_run[5]-id_format	[MS, MS:1000776, scan number only nativeID format, ]
MTD	assay[1]-ms_run_ref	ms_run[1]
MTD	assay[2]-ms_run_ref	ms_run[2]
MTD	assay[3]-ms_run_ref	ms_run[3]
MTD	assay[4]-ms_run_ref	ms_run[4]
MTD	assay[5]-ms_run_ref	ms_run[5]
MTD	study_variable[1]	Group 1
MTD	study_variable[1]-description	Group 1
MTD	study_variable[1]-assay_refs	assay[1]|assay[2]|assay[3]
MTD	study_variable[2]	Group 2
MTD	study_variable[2]-description	Group 2
MTD	study_variable[2]-assay_refs	assay[4]|assay[5]
MTD	cv[1]-label	MS																	
MTD	cv[1]-full_name	PSI-MS controlled vocabulary																	
MTD	cv[1]-version	20-06-2018																	
MTD	cv[1]-uri	https://www.ebi.ac.uk/ols/ontologies/ms																	
MTD	cv[2]-label	PRIDE																	
MTD	cv[2]-full_name	PRIDE PRoteomics IDEntifications (PRIDE) database controlled vocabulary																	
MTD	cv[2]-version	14-06-2018																	
MTD	cv[2]-uri	https://www.ebi.ac.uk/ols/ontologies/pride																						
MTD	cv[3]-label	SEP																			
MTD	cv[3]-full_name	Sample Processing and Separation Techniques Ontology																			
MTD	cv[3]-version	1.070708																			
MTD	cv[3]-uri	http://purl.bioontology.org/ontology/SEP	
MTD	small_molecule-quantification_unit	[PRIDE, PRIDE:0000330, Arbitrary quantification unit, ]
MTD	small_molecule_feature-quantification_unit	[PRIDE, PRIDE:0000330, Arbitrary quantification unit, ]
MTD	small_molecule-identification_reliability	[MS, MS:XXXXX, MSI-2007-numeric, ]
MTD	database[1]	[, , LipidDataAnalyzer2, lda2]
MTD	database[1]-prefix	lda2
MTD	database[1]-uri	https://github.com/ThallingerLab/LDA2
MTD	database[1]-version	2.6.3_2
MTD	id_confidence_measure[1]	[MS, MS:1002890, fragmentation score, ]

SMH	SML_ID	SMF_ID_REFS	database_identifier	chemical_formula	smiles	inchi	chemical_name	uri	theoretical_neutral_mass	adduct_ions	reliability	best_id_confidence_measure	best_id_confidence_value	abundance_assay[1]	abundance_assay[2]	abundance_assay[3]	abundance_assay[4]	abundance_assay[5]	abundance_study_variable[1]	abundance_study_variable[2]	abundance_variation_study_variable[1]	abundance_variation_study_variable[2]	opt_global_lipid_species
SML	1	1	lda2:LPS 16:0	C22H44NO9P	null	null	LPS 16:0	null	497.2753692119997	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	4.33318895E7	4.5168241E7	3.69128175E7	3.78009855E7	3.9297169E7	4.1804316E7	3.854907725E7	0.10368609085504926	0.0274445441441225	LPS 16:0_3.66
SML	2	2	lda2:LPS 17:1	C23H44NO9P	null	null	LPS 17:1	null	509.2753692119997	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	5.94293448125E7	6.80657106875E7	5.54903950625E7	5.85347499375E7	6.041430375E7	6.09951501875E7	5.947452684375E7	0.10545461609199921	0.022346487878945238	LPS 17:1_3.20
SML	3	3	lda2:LPS 18:0	C24H48NO9P	null	null	LPS 18:0	null	525.3066693519996	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	3.265718425E7	3.394582725E7	2.508764025E7	2.5062263E7	2.80972735E7	3.0563550583333332E7	2.657976825E7	0.15658680822854953	0.08074096552625072	LPS 18:0_6.42
SML	4	4	lda2:LPS 18:1	C24H46NO9P	null	null	LPS 18:1	null	523.2910192819996	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	6.66188730625E7	6.243327221875E7	6.19191441875E7	4.639635753125E7	6.22305794375E7	6.3657096489583336E7	5.4313468484375E7	0.04049544842259861	0.2061456849961222	LPS 18:1_4.37
SML	5	5	lda2:PG 32:0	C38H75O10P	null	null	PG 16:0/16:0	null	722.5097859250001	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	2.27221524E8	2.32498291E8	2.26459131E8	2.23615892E8	2.18097555E8	2.2872631533333334E8	2.208567235E8	0.014378715997535284	0.017667801752324047	PG 32:0_23.78
SML	6	6	lda2:PG 34:0	C40H79O10P	null	null	PG 17:0/17:0	null	750.5410860650001	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	1.66448708E8	1.70499578E8	1.62301435E8	1.60968185E8	1.58145907E8	1.6641657366666666E8	1.59557046E8	0.024631960262563556	0.01250749517674963	PG 34:0_26.17
SML	7	7	lda2:PG 34:1	C40H77O10P	null	null	PG 16:0/18:1	null	748.5254359950001	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	2.22753224E8	2.24589409E8	2.25471653E8	2.203581E8	2.15297802E8	2.2427142866666666E8	2.17827951E8	0.00618372206794283	0.016426560242293754	PG 34:1_24.39
SML	8	8	lda2:PG 36:0	C42H83O10P	null	null	PG 18:0/18:0	null	778.572386205	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	1.37112749E8	1.42533683E8	1.27014603E8	1.25460899E8	1.2458174E8	1.3555367833333334E8	1.250213195E8	0.05810343699634126	0.004972386656771093	PG 36:0_28.44
SML	9	9	lda2:PG 36:1	C42H81O10P	null	null	PG 18:0/18:1	null	776.556736135	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	1.98082613E8	2.00013375E8	2.0007746E8	1.96942133E8	1.9275836E8	1.9939114933333334E8	1.948502465E8	0.005685711615117342	0.015182762762668766	PG 36:1_26.80
SML	10	10	lda2:PG 36:2	C42H79O10P	null	null	PG 18:0/18:2	null	774.5410860650001	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	2.07080258E8	2.12550593E8	2.09428947E8	2.05064538E8	2.00829413E8	2.0968659933333334E8	2.029469755E8	0.013087410151326428	0.014756038504487446	PG 36:2_25.12
SML	11	11	lda2:P-PE 36:1	C41H80NO7P	null	null	P-PE P-18:0/18:1	null	729.5672412119999	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	1.89709125E8	1.93058162E8	1.90192321E8	1.90452729E8	1.85518757E8	1.90986536E8	1.87985743E8	0.009478551748671163	0.01855913905484804	P-PE 36:1_29.83
SML	12	12	lda2:P-PE 38:4	C43H78NO7P	null	null	P-PE P-18:0/20:4	null	751.5515911419999	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	1.8411799E8	1.8392086E8	1.89604208E8	1.86987186E8	1.82735297E8	1.8588101933333334E8	1.848612415E8	0.017354555913045577	0.016263759851714008	P-PE 38:4_28.08
SML	13	13	lda2:P-PE 40:6	C45H78NO7P	null	null	P-PE P-18:0/22:6	null	775.5515911419999	[M-H]-	2	[MS, MS:1002890, fragmentation score, ]	null	1.61213464E8	1.67283207E8	1.63079936E8	1.60173301E8	1.57749344E8	1.63858869E8	1.589613225E8	0.018973224223662172	0.010782452419963317	P-PE 40:6_27.51
SML	14	14	lda2:P-PC 36:1	C44H86NO7P	null	null	P-PC P-18:0/18:1	null	771.6141914219999	[M+HCOO]-	2	[MS, MS:1002890, fragmentation score, ]	null	1.72297837E8	1.73725978E8	1.7076708E8	1.68042496E8	1.67180112E8	1.7226363166666666E8	1.67611304E8	0.008590046344266581	0.0036381649676013473	P-PC 36:1_29.32
SML	15	15	lda2:P-PC 38:4	C46H84NO7P	null	null	P-PC P-18:0/20:4	null	793.5985413519999	[M+HCOO]-	2	[MS, MS:1002890, fragmentation score, ]	null	1.82017523E8	1.86508016E8	1.83586576E8	1.82280151E8	1.76578345E8	1.8403737166666666E8	1.79429248E8	0.012383008051739766	0.02247000326343232	P-PC 38:4_27.62
SML	16	16	lda2:P-PC 40:6	C48H84NO7P	null	null	P-PC P-18:0/22:6	null	817.5985413519999	[M+HCOO]-	2	[MS, MS:1002890, fragmentation score, ]	null	9.5112516E7	9.60755065E7	9.5491969E7	9.4146684E7	9.143308E7	9.555999716666667E7	9.2789882E7	0.005076252896453328	0.020679093204171387	P-PC 40:6_27.05
